OG_name	busco_name	Dis_gene_name	Dis_del_num	Did_gene_name	Did_del_num
OG0012829	124055at71240.faa	evm.model.HIC_ASM_4.3305	0	evm.model.HIC_ASM_2.341	4
OG0007447	124200at71240.faa	evm.model.HIC_ASM_5.2836.3	1	evm.model.HIC_ASM_6.1369.2	1
OG0007055	12447at71240.faa	evm.model.HIC_ASM_8.1131	23	evm.model.HIC_ASM_5.1259	26
OG0015445	12452at71240.faa	evm.model.HIC_ASM_0.4111	15	evm.model.HIC_ASM_1.3138	15
OG0016283	124550at71240.faa	evm.model.HIC_ASM_1.2459	4	evm.model.HIC_ASM_0.3739.1	3
OG0009086	124611at71240.faa	evm.model.HIC_ASM_6.1203	6	evm.model.HIC_ASM_7.1654	5
OG0016989	124976at71240.faa	evm.model.HIC_ASM_0.457.1	2	evm.model.HIC_ASM_8.829	6
OG0009836	125317at71240.faa	evm.model.HIC_ASM_7.2984	3	evm.model.HIC_ASM_4.4563.3	0
OG0007539	125595at71240.faa	evm.model.HIC_ASM_5.3120.1	0	evm.model.HIC_ASM_6.1111	4
OG0016925	125601at71240.faa	evm.model.HIC_ASM_0.684	0	evm.model.HIC_ASM_8.1064	0
OG0009756	126007at71240.faa	evm.model.HIC_ASM_7.3145	7	evm.model.HIC_ASM_4.4784	8
OG0010015	12607at71240.faa	evm.model.HIC_ASM_7.2494	3	evm.model.HIC_ASM_4.3972	4
OG0012436	126119at71240.faa	evm.model.HIC_ASM_1.4258	4	evm.model.HIC_ASM_4.1038	6
OG0007645	126158at71240.faa	evm.model.HIC_ASM_5.3427	2	evm.model.HIC_ASM_6.796.1	1
OG0010570	126268at71240.faa	evm.model.HIC_ASM_7.186	0	evm.model.HIC_ASM_0.5924	0
OG0011282	126285at71240.faa	evm.model.HIC_ASM_4.513	0	evm.model.HIC_ASM_1.694	0
OG0009826	126341at71240.faa	evm.model.HIC_ASM_7.3004	4	evm.model.HIC_ASM_4.4592	2
OG0017046	126373at71240.faa	evm.model.HIC_ASM_0.336	0	evm.model.HIC_ASM_8.503	4
OG0009291	126797at71240.faa	evm.model.HIC_ASM_6.2400.2	0	evm.model.HIC_ASM_7.2820	1
OG0014530	126919at71240.faa	evm.model.HIC_ASM_9.2599.5	3	evm.model.HIC_ASM_4.783	0
OG0014461	12713at71240.faa	evm.model.HIC_ASM_9.2442.1	12	evm.model.HIC_ASM_0.784	11
OG0012133	127141at71240.faa	evm.model.HIC_ASM_4.2753	1	evm.model.HIC_ASM_2.2639	1
OG0016279	127145at71240.faa	evm.model.HIC_ASM_1.2445	6	evm.model.HIC_ASM_0.3780	9
OG0015645	12732at71240.faa	evm.model.HIC_ASM_0.2896	5	evm.model.HIC_ASM_1.4222	6
OG0013143	12736at71240.faa	evm.model.HIC_ASM_2.4165	7	evm.model.HIC_ASM_8.4534	6
OG0016599	127450at71240.faa	evm.model.HIC_ASM_0.1779.3	0	evm.model.HIC_ASM_8.2139	0
OG0016479	127497at71240.faa	evm.model.HIC_ASM_0.2052.1	3	evm.model.HIC_ASM_1.2124	4
OG0006797	127633at71240.faa	evm.model.HIC_ASM_8.410	2	evm.model.HIC_ASM_5.465	3
OG0015086	127689at71240.faa	evm.model.HIC_ASM_0.4968	0	evm.model.HIC_ASM_1.4137	1
OG0013404	128137at71240.faa	evm.model.HIC_ASM_2.3471	1	evm.model.HIC_ASM_8.3922	0
OG0014275	128236at71240.faa	evm.model.HIC_ASM_9.2065	0	evm.model.HIC_ASM_0.1361	5
OG0007691	128248at71240.faa	evm.model.HIC_ASM_5.3522.2	1	evm.model.HIC_ASM_6.681	1
OG0011099	128416at71240.faa	evm.model.HIC_ASM_4.996	1	evm.model.HIC_ASM_5.2914	2
OG0007517	128474at71240.faa	evm.model.HIC_ASM_5.3060	3	evm.model.HIC_ASM_6.1173	5
OG0013594	128480at71240.faa	evm.model.HIC_ASM_2.2898	1	evm.model.HIC_ASM_8.3462.3	0
OG0008140	12855at71240.faa	evm.model.HIC_ASM_3.3240	17	evm.model.HIC_ASM_3.1313.2	17
OG0014475	128638at71240.faa	evm.model.HIC_ASM_9.2467	8	evm.model.HIC_ASM_0.751	8
OG0016455	128986at71240.faa	evm.model.HIC_ASM_0.2076	0	evm.model.HIC_ASM_1.1709	0
OG0013559	129014at71240.faa	evm.model.HIC_ASM_2.2997	0	evm.model.HIC_ASM_8.3540	0
OG0014100	129251at71240.faa	evm.model.HIC_ASM_9.1580.2	5	evm.model.HIC_ASM_0.2282.2	3
OG0016796	129258at71240.faa	evm.model.HIC_ASM_0.1054	5	evm.model.HIC_ASM_8.1566	4
OG0016107	12925at71240.faa	evm.model.HIC_ASM_1.1377	0	evm.model.HIC_ASM_4.3376	2
OG0016058	129369at71240.faa	evm.model.HIC_ASM_1.1241	2	evm.model.HIC_ASM_0.5058	2
OG0012905	129385at71240.faa	evm.model.HIC_ASM_1.4884	1	evm.model.HIC_ASM_4.1306	2
OG0016625	129428at71240.faa	evm.model.HIC_ASM_0.1701	4	evm.model.HIC_ASM_8.2229	2
OG0017503	129539at71240.faa	evm.model.HIC_ASM_8.2077	3	evm.model.HIC_ASM_5.2304	2
OG0009102	129552at71240.faa	evm.model.HIC_ASM_6.1362	3	evm.model.HIC_ASM_7.1767	4
OG0012780	129600at71240.faa	evm.model.HIC_ASM_1.3285	5	evm.model.HIC_ASM_2.486	0
OG0014762	129792at71240.faa	evm.model.HIC_ASM_9.3189	4	evm.model.HIC_ASM_4.41	6
OG0008497	130069at71240.faa	evm.model.HIC_ASM_3.1431	6	evm.model.HIC_ASM_3.1810	9
OG0007850	130081at71240.faa	evm.model.HIC_ASM_5.3989	3	evm.model.HIC_ASM_6.222	3
OG0015591	130129at71240.faa	evm.model.HIC_ASM_0.2998.1	0	evm.model.HIC_ASM_1.2291	8
OG0014356	130206at71240.faa	evm.model.HIC_ASM_9.2258	2	evm.model.HIC_ASM_0.1093	0
OG0011368	130236at71240.faa	evm.model.HIC_ASM_4.295	2	evm.model.HIC_ASM_1.427	1
OG0008689	130294at71240.faa	evm.model.HIC_ASM_3.592.1	0	evm.model.HIC_ASM_3.4391.6	2
OG0016753	130568at71240.faa	evm.model.HIC_ASM_0.1195	6	evm.model.HIC_ASM_8.1730	3
OG0012935	130739at71240.faa	evm.model.HIC_ASM_1.4786	6	evm.model.HIC_ASM_4.1422	3
OG0009215	130836at71240.faa	evm.model.HIC_ASM_6.1930	3	evm.model.HIC_ASM_7.2380	6
OG0011812	130898at71240.faa	evm.model.HIC_ASM_2.801	0	evm.model.HIC_ASM_2.4009	0
OG0008536	131054at71240.faa	evm.model.HIC_ASM_3.1323	0	evm.model.HIC_ASM_3.1687	7
OG0008015	131295at71240.faa	evm.model.HIC_ASM_3.4133	0	evm.model.HIC_ASM_3.421	5
OG0014613	131302at71240.faa	evm.model.HIC_ASM_9.2846	1	evm.model.HIC_ASM_4.476	2
OG0008868	131540at71240.faa	evm.model.HIC_ASM_6.135	1	evm.model.HIC_ASM_7.151	0
OG0008815	131739at71240.faa	evm.model.HIC_ASM_3.118	5	evm.model.HIC_ASM_3.5046	6
OG0008709	13180at71240.faa	evm.model.HIC_ASM_3.552	3	evm.model.HIC_ASM_3.4460	4
OG0007273	131973at71240.faa	evm.model.HIC_ASM_5.1994	4	evm.model.HIC_ASM_6.2134.1	5
OG0012441	132312at71240.faa	evm.model.HIC_ASM_1.4248	2	evm.model.HIC_ASM_4.1047	1
OG0007477	132867at71240.faa	evm.model.HIC_ASM_5.2925	0	evm.model.HIC_ASM_6.1295	1
OG0016900	132877at71240.faa	evm.model.HIC_ASM_0.748	3	evm.model.HIC_ASM_8.1149	5
OG0010733	133077at71240.faa	evm.model.HIC_ASM_2.1846	1	evm.model.HIC_ASM_5.4757.2	0
OG0010695	133256at71240.faa	evm.model.HIC_ASM_2.2084	0	evm.model.HIC_ASM_5.4931	3
OG0012886	133308at71240.faa	evm.model.HIC_ASM_1.4566	3	evm.model.HIC_ASM_4.1257	3
OG0011767	133324at71240.faa	evm.model.HIC_ASM_2.700	4	evm.model.HIC_ASM_2.4103	5
OG0011497	133342at71240.faa	evm.model.HIC_ASM_4.8	4	evm.model.HIC_ASM_1.17.1	3
OG0014093	133360at71240.faa	evm.model.HIC_ASM_9.1553	3	evm.model.HIC_ASM_0.2317	3
OG0015851	133645at71240.faa	evm.model.HIC_ASM_1.669	0	evm.model.HIC_ASM_0.4542	0
OG0016167	133653at71240.faa	evm.model.HIC_ASM_1.1578.2	0	evm.model.HIC_ASM_4.2118	0
OG0016640	13381at71240.faa	evm.model.HIC_ASM_0.1667	23	evm.model.HIC_ASM_8.2274	20
OG0013459	133821at71240.faa	evm.model.HIC_ASM_2.3349	1	evm.model.HIC_ASM_8.3796	1
OG0014757	13384at71240.faa	evm.model.HIC_ASM_9.3168	20	evm.model.HIC_ASM_4.65	17
OG0007975	133858at71240.faa	evm.model.HIC_ASM_3.4226	4	evm.model.HIC_ASM_3.204	6
OG0010091	133861at71240.faa	evm.model.HIC_ASM_7.2216.3	0	evm.model.HIC_ASM_4.2184	6
OG0016205	133994at71240.faa	evm.model.HIC_ASM_1.1715	2	evm.model.HIC_ASM_4.1842	0
OG0009762	134001at71240.faa	evm.model.HIC_ASM_7.3130	5	evm.model.HIC_ASM_4.4748	7
OG0015478	134282at71240.faa	evm.model.HIC_ASM_0.3996	1	evm.model.HIC_ASM_1.3010	1
OG0014192	13429at71240.faa	evm.model.HIC_ASM_9.1875	12	evm.model.HIC_ASM_0.1555	15
OG0015982	134421at71240.faa	evm.model.HIC_ASM_1.1058	2	evm.model.HIC_ASM_0.4881.1	0
OG0008953	134575at71240.faa	evm.model.HIC_ASM_6.515.1	1	evm.model.HIC_ASM_7.814	1
OG0013346	134860at71240.faa	evm.model.HIC_ASM_2.3647	2	evm.model.HIC_ASM_8.4041.2	0
OG0011038	134988at71240.faa	evm.model.HIC_ASM_4.1133	4	evm.model.HIC_ASM_5.3150	4
OG0010819	134991at71240.faa	evm.model.HIC_ASM_2.1081	2	evm.model.HIC_ASM_5.4203	2
OG0007830	135114at71240.faa	evm.model.HIC_ASM_5.3889	0	evm.model.HIC_ASM_6.291	0
OG0016426	135126at71240.faa	evm.model.HIC_ASM_0.42	3	evm.model.HIC_ASM_8.76	4
OG0012893	135151at71240.faa	evm.model.HIC_ASM_1.4601	2	evm.model.HIC_ASM_4.1284	0
OG0017149	135370at71240.faa	evm.model.HIC_ASM_8.1959.2	1	evm.model.HIC_ASM_5.2129	2
OG0016956	135371at71240.faa	evm.model.HIC_ASM_0.594	3	evm.model.HIC_ASM_8.869	2
OG0015710	135517at71240.faa	evm.model.HIC_ASM_1.113	1	evm.model.HIC_ASM_0.3985	2
OG0014742	135538at71240.faa	evm.model.HIC_ASM_9.3130.1	4	evm.model.HIC_ASM_4.122	0
OG0013887	135671at71240.faa	evm.model.HIC_ASM_9.768	1	evm.model.HIC_ASM_0.375	1
OG0006892	135767at71240.faa	evm.model.HIC_ASM_8.682	4	evm.model.HIC_ASM_5.750	6
OG0012217	135971at71240.faa	evm.model.HIC_ASM_4.4085	0	evm.model.HIC_ASM_2.91	0
OG0014081	135977at71240.faa	evm.model.HIC_ASM_9.1511	5	evm.model.HIC_ASM_0.2361.1	6
OG0014548	136355at71240.faa	evm.model.HIC_ASM_9.2640	0	evm.model.HIC_ASM_4.740	0
OG0008481	136373at71240.faa	evm.model.HIC_ASM_3.1517.2	1	evm.model.HIC_ASM_3.1915.1	2
OG0011934	136481at71240.faa	evm.model.HIC_ASM_4.1783	3	evm.model.HIC_ASM_2.3568	3
OG0009809	136552at71240.faa	evm.model.HIC_ASM_7.3032	4	evm.model.HIC_ASM_4.4627	3
OG0009603	136761at71240.faa	evm.model.HIC_ASM_7.3525	1	evm.model.HIC_ASM_4.5288	1
OG0007111	136817at71240.faa	evm.model.HIC_ASM_8.1322.1	3	evm.model.HIC_ASM_5.1417	2
OG0015364	137012at71240.faa	evm.model.HIC_ASM_0.4341	2	evm.model.HIC_ASM_1.3313.1	0
OG0016203	137014at71240.faa	evm.model.HIC_ASM_1.1706	0	evm.model.HIC_ASM_4.1828	3
OG0008365	137037at71240.faa	evm.model.HIC_ASM_3.2077	4	evm.model.HIC_ASM_3.2524	2
OG0016931	137399at71240.faa	evm.model.HIC_ASM_0.668	7	evm.model.HIC_ASM_8.1046	9
OG0012106	137421at71240.faa	evm.model.HIC_ASM_4.2615	3	evm.model.HIC_ASM_2.2701	3
OG0017491	13746at71240.faa	evm.model.HIC_ASM_5.62	9	evm.model.HIC_ASM_6.4104	8
OG0015961	137472at71240.faa	evm.model.HIC_ASM_1.950	0	evm.model.HIC_ASM_0.4801	0
OG0007712	137607at71240.faa	evm.model.HIC_ASM_5.3608	4	evm.model.HIC_ASM_6.623	4
OG0013876	137644at71240.faa	evm.model.HIC_ASM_9.712	0	evm.model.HIC_ASM_0.460	0
OG0014988	137756at71240.faa	evm.model.HIC_ASM_0.5192.1	0	evm.model.HIC_ASM_1.4369.1	1
OG0015886	137779at71240.faa	evm.model.HIC_ASM_1.767	1	evm.model.HIC_ASM_0.4623	2
OG0008703	137810at71240.faa	evm.model.HIC_ASM_3.562	2	evm.model.HIC_ASM_3.4448	2
OG0017555	137931at71240.faa	evm.model.HIC_ASM_8.2303	0	evm.model.HIC_ASM_8.2427	0
OG0010760	138166at71240.faa	evm.model.HIC_ASM_2.1275	4	evm.model.HIC_ASM_5.4385	3
OG0009589	138178at71240.faa	evm.model.HIC_ASM_7.3564.1	0	evm.model.HIC_ASM_4.5343	3
OG0011198	138217at71240.faa	evm.model.HIC_ASM_4.770	6	evm.model.HIC_ASM_5.2558	3
OG0012453	138237at71240.faa	evm.model.HIC_ASM_1.4215	0	evm.model.HIC_ASM_4.1091	1
OG0015015	138327at71240.faa	evm.model.HIC_ASM_0.5148	1	evm.model.HIC_ASM_1.4323	1
OG0013480	138339at71240.faa	evm.model.HIC_ASM_2.3278	1	evm.model.HIC_ASM_8.3742	3
OG0009735	13836at71240.faa	evm.model.HIC_ASM_7.3206	11	evm.model.HIC_ASM_4.4880	6
OG0011243	138432at71240.faa	evm.model.HIC_ASM_4.594	3	evm.model.HIC_ASM_1.847	4
OG0013338	138439at71240.faa	evm.model.HIC_ASM_2.3665.1	1	evm.model.HIC_ASM_8.4056	1
OG0009967	138554at71240.faa	evm.model.HIC_ASM_7.2655	1	evm.model.HIC_ASM_4.4133	1
OG0009273	138740at71240.faa	evm.model.HIC_ASM_6.2344	3	evm.model.HIC_ASM_7.2756.2	0
OG0015368	138962at71240.faa	evm.model.HIC_ASM_0.4336	2	evm.model.HIC_ASM_1.3320	4
OG0013290	139010at71240.faa	evm.model.HIC_ASM_2.3776	4	evm.model.HIC_ASM_8.4158	5
OG0016621	139105at71240.faa	evm.model.HIC_ASM_0.1715.1	0	evm.model.HIC_ASM_8.2212	1
OG0006764	13917at71240.faa	evm.model.HIC_ASM_8.339	7	evm.model.HIC_ASM_5.376	5
OG0015900	139361at71240.faa	evm.model.HIC_ASM_1.803	0	evm.model.HIC_ASM_0.4660	4
OG0009372	139365at71240.faa	evm.model.HIC_ASM_6.3071	3	evm.model.HIC_ASM_7.3355	4
OG0010994	139689at71240.faa	evm.model.HIC_ASM_4.1241	1	evm.model.HIC_ASM_5.3354	4
OG0013018	139692at71240.faa	evm.model.HIC_ASM_2.4520	3	evm.model.HIC_ASM_8.4855	2
OG0006739	139770at71240.faa	evm.model.HIC_ASM_8.277	0	evm.model.HIC_ASM_5.306.2	0
OG0016795	139803at71240.faa	evm.model.HIC_ASM_0.1055.3	0	evm.model.HIC_ASM_8.1568.1	0
OG0008650	139997at71240.faa	evm.model.HIC_ASM_3.743	1	evm.model.HIC_ASM_3.4209	2
OG0013529	140153at71240.faa	evm.model.HIC_ASM_2.3099	6	evm.model.HIC_ASM_8.3605	7
OG0011036	140209at71240.faa	evm.model.HIC_ASM_4.1139	1	evm.model.HIC_ASM_5.3158	1
OG0006989	140271at71240.faa	evm.model.HIC_ASM_8.975	0	evm.model.HIC_ASM_5.1078	0
OG0014808	140331at71240.faa	evm.model.HIC_ASM_0.5662	2	evm.model.HIC_ASM_1.4821	1
OG0014517	140346at71240.faa	evm.model.HIC_ASM_9.2557	2	evm.model.HIC_ASM_0.323	1
OG0012367	140410at71240.faa	evm.model.HIC_ASM_4.2992	1	evm.model.HIC_ASM_0.3153	2
OG0015403	140511at71240.faa	evm.model.HIC_ASM_0.4215	1	evm.model.HIC_ASM_1.3249	3
OG0013766	140535at71240.faa	evm.model.HIC_ASM_8.2725	3	evm.model.HIC_ASM_8.2759	5
OG0014413	140875at71240.faa	evm.model.HIC_ASM_9.2353.2	0	evm.model.HIC_ASM_0.969	2
OG0012932	141229at71240.faa	evm.model.HIC_ASM_1.4791	0	evm.model.HIC_ASM_4.1417	1
OG0016072	141255at71240.faa	evm.model.HIC_ASM_1.1294	0	evm.model.HIC_ASM_0.5093	0
OG0013879	141489at71240.faa	evm.model.HIC_ASM_9.727	2	evm.model.HIC_ASM_0.475	2
OG0013597	142133at71240.faa	evm.model.HIC_ASM_2.2892	4	evm.model.HIC_ASM_8.3457	0
OG0016646	142247at71240.faa	evm.model.HIC_ASM_0.1643	3	evm.model.HIC_ASM_8.2309	2
OG0011101	142316at71240.faa	evm.model.HIC_ASM_4.994	5	evm.model.HIC_ASM_5.2911	5
OG0015978	142389at71240.faa	evm.model.HIC_ASM_1.1003	6	evm.model.HIC_ASM_0.4858	6
OG0011621	142390at71240.faa	evm.model.HIC_ASM_2.326	3	evm.model.HIC_ASM_2.4513	3
OG0012854	14240at71240.faa	evm.model.HIC_ASM_1.4485	13	evm.model.HIC_ASM_4.1180	15
OG0009595	142596at71240.faa	evm.model.HIC_ASM_7.3545	1	evm.model.HIC_ASM_4.5326	0
OG0015629	142647at71240.faa	evm.model.HIC_ASM_0.3143	1	evm.model.HIC_ASM_1.2080	2
OG0011165	142714at71240.faa	evm.model.HIC_ASM_4.832.1	1	evm.model.HIC_ASM_5.2727	2
OG0009380	143055at71240.faa	evm.model.HIC_ASM_6.3096	3	evm.model.HIC_ASM_7.3407	1
OG0015601	143164at71240.faa	evm.model.HIC_ASM_0.3353	4	evm.model.HIC_ASM_1.2502	3
OG0014685	143264at71240.faa	evm.model.HIC_ASM_9.3001	0	evm.model.HIC_ASM_4.248	4
OG0010935	143360at71240.faa	evm.model.HIC_ASM_4.1365	4	evm.model.HIC_ASM_5.3602	5
OG0007619	143478at71240.faa	evm.model.HIC_ASM_4.52.3	1	evm.model.HIC_ASM_1.63	1
OG0008023	14348at71240.faa	evm.model.HIC_ASM_3.4070	11	evm.model.HIC_ASM_3.450	7
OG0011338	143546at71240.faa	evm.model.HIC_ASM_4.370.3	0	evm.model.HIC_ASM_1.517	1
OG0008680	143547at71240.faa	evm.model.HIC_ASM_3.609	3	evm.model.HIC_ASM_3.4359	3
OG0014437	143558at71240.faa	evm.model.HIC_ASM_9.2399	2	evm.model.HIC_ASM_0.865	0
OG0012955	14368at71240.faa	evm.model.HIC_ASM_1.4738	3	evm.model.HIC_ASM_4.1475	1
OG0013159	143771at71240.faa	evm.model.HIC_ASM_2.4119	2	evm.model.HIC_ASM_8.4476	2
OG0008997	143885at71240.faa	evm.model.HIC_ASM_6.762	0	evm.model.HIC_ASM_7.1155	0
OG0010985	144026at71240.faa	evm.model.HIC_ASM_4.1263	1	evm.model.HIC_ASM_5.3399	1
OG0009182	14405at71240.faa	evm.model.HIC_ASM_6.1684	5	evm.model.HIC_ASM_7.2185	7
OG0011127	14440at71240.faa	evm.model.HIC_ASM_4.936	14	evm.model.HIC_ASM_5.2830	23
OG0011451	144645at71240.faa	evm.model.HIC_ASM_4.97	1	evm.model.HIC_ASM_1.150	2
OG0008317	144846at71240.faa	evm.model.HIC_ASM_3.2435	0	evm.model.HIC_ASM_3.2763.2	0
OG0014023	144880at71240.faa	evm.model.HIC_ASM_9.1356	0	evm.model.HIC_ASM_0.2582	0
OG0012647	144984at71240.faa	evm.model.HIC_ASM_1.3623	2	evm.model.HIC_ASM_2.1087	2
OG0015452	145159at71240.faa	evm.model.HIC_ASM_0.4093	4	evm.model.HIC_ASM_1.3112	4
OG0015301	14527at71240.faa	evm.model.HIC_ASM_0.4506	28	evm.model.HIC_ASM_1.3572	32
OG0013399	14548at71240.faa	evm.model.HIC_ASM_2.3487	12	evm.model.HIC_ASM_8.3930	14
OG0013406	145494at71240.faa	evm.model.HIC_ASM_2.3469.1	0	evm.model.HIC_ASM_8.3920	0
OG0011094	145601at71240.faa	evm.model.HIC_ASM_4.1004	2	evm.model.HIC_ASM_5.2932	2
OG0013485	145884at71240.faa	evm.model.HIC_ASM_2.3264	3	evm.model.HIC_ASM_8.3728.5	1
OG0012996	145904at71240.faa	evm.model.HIC_ASM_2.4557	1	evm.model.HIC_ASM_8.4900	1
OG0010910	146139at71240.faa	evm.model.HIC_ASM_4.1457	4	evm.model.HIC_ASM_5.3934	5
OG0007224	14634at71240.faa	evm.model.HIC_ASM_5.1555	1	evm.model.HIC_ASM_6.2440	2
OG0016896	146438at71240.faa	evm.model.HIC_ASM_0.754	0	evm.model.HIC_ASM_8.1160	1
OG0014289	146681at71240.faa	evm.model.HIC_ASM_9.2096.2	0	evm.model.HIC_ASM_0.1306	1
OG0013735	146743at71240.faa	evm.model.HIC_ASM_8.2973	2	evm.model.HIC_ASM_8.2902	3
OG0009926	146793at71240.faa	evm.model.HIC_ASM_7.2772	1	evm.model.HIC_ASM_4.4285	0
OG0012110	146820at71240.faa	evm.model.HIC_ASM_4.2637	1	evm.model.HIC_ASM_2.2681.1	2
OG0012343	147042at71240.faa	evm.model.HIC_ASM_1.4441	4	evm.model.HIC_ASM_0.3077	4
OG0007631	147098at71240.faa	evm.model.HIC_ASM_5.3397	0	evm.model.HIC_ASM_6.823.1	0
OG0014194	147232at71240.faa	evm.model.HIC_ASM_9.1878	2	evm.model.HIC_ASM_0.1622	3
OG0016067	147267at71240.faa	evm.model.HIC_ASM_1.1277	4	evm.model.HIC_ASM_0.5082	0
OG0015625	147278at71240.faa	evm.model.HIC_ASM_0.3247	3	evm.model.HIC_ASM_1.1622	2
OG0011192	147410at71240.faa	evm.model.HIC_ASM_4.783.1	2	evm.model.HIC_ASM_5.2576	2
OG0016698	147518at71240.faa	evm.model.HIC_ASM_0.1419	2	evm.model.HIC_ASM_8.1858	2
OG0009193	147583at71240.faa	evm.model.HIC_ASM_6.1796	4	evm.model.HIC_ASM_7.2278	0
OG0009187	147595at71240.faa	evm.model.HIC_ASM_6.1691	1	evm.model.HIC_ASM_7.2192	1
OG0017112	14765at71240.faa	evm.model.HIC_ASM_0.150	11	evm.model.HIC_ASM_8.256	13
OG0009878	147895at71240.faa	evm.model.HIC_ASM_7.2896	4	evm.model.HIC_ASM_4.4459	4
OG0015183	147914at71240.faa	evm.model.HIC_ASM_0.4771	6	evm.model.HIC_ASM_1.3900	0
OG0007304	147957at71240.faa	evm.model.HIC_ASM_5.2128	1	evm.model.HIC_ASM_6.2028	0
OG0015760	148142at71240.faa	evm.model.HIC_ASM_1.286	1	evm.model.HIC_ASM_0.4147	4
OG0010007	148197at71240.faa	evm.model.HIC_ASM_7.2522.2	0	evm.model.HIC_ASM_4.4009	0
OG0008192	14824at71240.faa	evm.model.HIC_ASM_3.2958	5	evm.model.HIC_ASM_3.1540	1
OG0017126	148579at71240.faa	evm.model.HIC_ASM_8.2052	5	evm.model.HIC_ASM_5.2277	6
OG0015267	148591at71240.faa	evm.model.HIC_ASM_0.4606	1	evm.model.HIC_ASM_1.3677	4
OG0016514	148718at71240.faa	evm.model.HIC_ASM_0.2561	1	evm.model.HIC_ASM_1.1581	2
OG0014451	149002at71240.faa	evm.model.HIC_ASM_9.2424	0	evm.model.HIC_ASM_0.810	0
OG0009292	149218at71240.faa	evm.model.HIC_ASM_6.2403	2	evm.model.HIC_ASM_7.2825	3
OG0016408	149230at71240.faa	evm.model.HIC_ASM_0.6	5	evm.model.HIC_ASM_8.26	4
OG0014465	149454at71240.faa	evm.model.HIC_ASM_9.2452.1	0	evm.model.HIC_ASM_0.775.2	0
OG0012321	14960at71240.faa	evm.model.HIC_ASM_1.4382	5	evm.model.HIC_ASM_4.868	3
OG0013007	149660at71240.faa	evm.model.HIC_ASM_2.4542	2	evm.model.HIC_ASM_8.4884	3
OG0010609	14973at71240.faa	evm.model.HIC_ASM_7.61	3	evm.model.HIC_ASM_0.6035	10
OG0012897	150179at71240.faa	evm.model.HIC_ASM_1.4607	5	evm.model.HIC_ASM_4.1291	5
OG0017594	150248at71240.faa	evm.model.HIC_ASM_8.2507	1	evm.model.HIC_ASM_8.2597	1
OG0010236	150407at71240.faa	evm.model.HIC_ASM_7.1717	4	evm.model.HIC_ASM_4.2591	3
OG0015030	150560at71240.faa	evm.model.HIC_ASM_0.5115	1	evm.model.HIC_ASM_1.4292	1
OG0012125	15060at71240.faa	evm.model.HIC_ASM_4.2534	6	evm.model.HIC_ASM_2.2756	5
OG0011025	1506at71240.faa	evm.model.HIC_ASM_4.1168.1	17	evm.model.HIC_ASM_5.3216	34
OG0007322	150812at71240.faa	evm.model.HIC_ASM_5.2249	0	evm.model.HIC_ASM_6.1910	0
OG0016375	150876at71240.faa	evm.model.HIC_ASM_1.3071	4	evm.model.HIC_ASM_3.912	0
OG0012528	151089at71240.faa	evm.model.HIC_ASM_1.4003	0	evm.model.HIC_ASM_2.2098	1
OG0015427	15114at71240.faa	evm.model.HIC_ASM_0.4172	1	evm.model.HIC_ASM_1.3181.1	0
OG0015109	151233at71240.faa	evm.model.HIC_ASM_0.4920	2	evm.model.HIC_ASM_1.4072	2
OG0014462	151338at71240.faa	evm.model.HIC_ASM_9.2443	1	evm.model.HIC_ASM_0.783	1
OG0010396	151372at71240.faa	evm.model.HIC_ASM_7.787	3	evm.model.HIC_ASM_0.5453	3
OG0013357	151383at71240.faa	evm.model.HIC_ASM_2.3615	5	evm.model.HIC_ASM_8.4012	3
OG0013444	151409at71240.faa	evm.model.HIC_ASM_2.3400	0	evm.model.HIC_ASM_8.3838	0
OG0015863	151508at71240.faa	evm.model.HIC_ASM_1.715	2	evm.model.HIC_ASM_0.4574	1
OG0017110	15178at71240.faa	evm.model.HIC_ASM_0.166	13	evm.model.HIC_ASM_8.289	6
OG0017036	151940at71240.faa	evm.model.HIC_ASM_0.353	1	evm.model.HIC_ASM_8.514	3
OG0008754	152326at71240.faa	evm.model.HIC_ASM_3.391	3	evm.model.HIC_ASM_3.4672	2
OG0011467	152354at71240.faa	evm.model.HIC_ASM_4.63.1	0	evm.model.HIC_ASM_1.92	4
OG0012788	152422at71240.faa	evm.model.HIC_ASM_1.3268	5	evm.model.HIC_ASM_2.468	5
OG0013478	152642at71240.faa	evm.model.HIC_ASM_2.3286	0	evm.model.HIC_ASM_8.3752	1
OG0015460	152656at71240.faa	evm.model.HIC_ASM_0.4072	3	evm.model.HIC_ASM_1.3095	5
OG0015930	152660at71240.faa	evm.model.HIC_ASM_1.866	0	evm.model.HIC_ASM_0.4713	0
OG0017569	1526at71240.faa	evm.model.HIC_ASM_8.2379	16	evm.model.HIC_ASM_8.2474	15
OG0007744	152814at71240.faa	evm.model.HIC_ASM_5.3702	0	evm.model.HIC_ASM_6.509	7
OG0011763	153018at71240.faa	evm.model.HIC_ASM_2.696	5	evm.model.HIC_ASM_2.4113	6
OG0008142	153062at71240.faa	evm.model.HIC_ASM_3.3237	3	evm.model.HIC_ASM_3.1317	0
OG0013334	153075at71240.faa	evm.model.HIC_ASM_2.3670	3	evm.model.HIC_ASM_8.4061	3
OG0010831	153126at71240.faa	evm.model.HIC_ASM_2.1037	3	evm.model.HIC_ASM_5.4153	4
